time,latitude,longitude,temp_C,dewpoint_C,wind_speed,RH
2021-04-01 19:00:00,22.75,72.5,25.165436,20.026764,2.423126,73.19974
2021-04-01 19:00:00,22.75,72.75,25.403717,19.198639,2.595324,68.552124
2021-04-01 20:00:00,23.25,72.25,23.67572,10.751129,2.1899552,44.135876
2021-04-01 20:00:00,23.25,72.5,24.39447,9.95816,2.2336903,40.093235
2021-04-01 20:00:00,23.25,72.75,23.117126,10.266754,1.8603826,44.199112
2021-04-01 20:00:00,23.0,72.25,22.404236,17.12613,2.2548177,72.08048
2021-04-01 20:00:00,23.0,72.5,23.07611,16.715973,2.2386343,67.426796
2021-04-01 20:00:00,23.0,72.75,23.654236,15.876129,2.3318906,61.723083
2021-04-01 20:00:00,22.75,72.25,24.136658,21.442535,2.2595074,84.93227
2021-04-01 20:00:00,22.75,72.5,23.42572,21.393707,2.2416067,88.37942
2021-04-01 20:00:00,22.75,72.75,23.654236,21.028473,2.3103378,85.239075
2021-04-01 21:00:00,23.25,72.25,22.63153,12.96109,2.1289222,54.385704
2021-04-01 21:00:00,23.25,72.5,22.938171,12.722809,2.1680317,52.558334
2021-04-01 21:00:00,23.25,72.75,23.397156,12.199371,2.2536259,49.39422
2021-04-01 21:00:00,23.0,72.25,22.47528,18.246246,2.2371392,77.01875
2021-04-01 21:00:00,23.0,72.5,22.85614,18.42984,2.1753576,76.130714
2021-04-01 21:00:00,23.0,72.75,23.219421,18.312653,2.0690372,73.93052
2021-04-01 21:00:00,22.75,72.25,24.348328,21.824371,2.3636403,85.84222
2021-04-01 21:00:00,22.75,72.5,23.678406,21.814606,2.2218902,89.31349
2021-04-01 21:00:00,22.75,72.75,23.832703,21.662262,2.2255676,87.66815
2021-04-01 22:00:00,23.25,72.25,21.24179,16.04007,2.1385407,72.22193
2021-04-01 22:00:00,23.25,72.5,21.67929,16.9971,2.0908506,74.72441
2021-04-01 22:00:00,23.25,72.75,21.243744,16.501007,2.2787704,74.365166
2021-04-01 22:00:00,23.0,72.25,21.954681,19.231476,2.0695715,84.54879
2021-04-01 22:00:00,23.0,72.5,22.370697,20.317413,2.1443048,88.176285
2021-04-01 22:00:00,23.0,72.75,22.499603,20.334991,2.189268,87.58314
2021-04-01 22:00:00,22.75,72.25,23.274994,20.850616,2.0140362,86.26292
2021-04-01 22:00:00,22.75,72.5,23.280853,21.829132,2.2299736,91.561775
2021-04-01 22:00:00,22.75,72.75,23.300385,21.813507,2.445077,91.36663
2021-04-01 23:00:00,23.25,72.25,20.602509,17.002106,2.1116865,79.85508
2021-04-01 23:00:00,23.25,72.5,21.258759,18.734528,2.1754568,85.531654
2021-04-01 23:00:00,23.25,72.75,21.077118,18.33023,2.218504,84.3286
2021-04-01 23:00:00,23.0,72.25,21.305634,18.96109,2.2745616,86.501595
2021-04-01 23:00:00,23.0,72.5,22.118134,20.843903,2.181036,92.495735
2021-04-01 23:00:00,23.0,72.75,22.49118,21.166168,2.1397195,92.22825
2021-04-01 23:00:00,22.75,72.25,22.588837,19.976715,2.3536246,85.20114
2021-04-01 23:00:00,22.75,72.5,23.055634,21.783356,2.243868,92.55766
2021-04-01 23:00:00,22.75,72.75,23.231415,22.047028,2.3155124,93.06457
2021-04-02 00:00:00,23.25,72.25,21.326813,18.412872,2.5137792,83.47799
2021-04-02 00:00:00,23.25,72.5,22.65689,21.36795,2.1063647,92.4417
2021-04-02 00:00:00,23.25,72.75,22.690094,21.489044,2.1494484,92.94238
2021-04-02 00:00:00,23.0,72.25,21.889313,19.756622,2.6998234,87.70288
2021-04-02 00:00:00,23.0,72.5,23.377594,22.776154,2.1562927,96.427444
2021-04-02 00:00:00,23.0,72.75,24.160797,23.580841,2.1198568,96.57296
2021-04-02 00:00:00,22.75,72.25,23.121735,20.887482,2.605473,87.2632
2021-04-02 00:00:00,22.75,72.5,24.371735,23.559357,2.215271,95.23603
2021-04-02 00:00:00,22.75,72.75,24.897125,24.260529,2.28313,96.26409
2021-04-02 01:00:00,23.25,72.25,21.750763,18.519196,2.098288,81.88374
2021-04-02 01:00:00,23.25,72.5,22.22342,21.318024,2.2281232,94.61952
2021-04-02 01:00:00,23.25,72.75,22.328888,21.638336,2.291118,95.87597
2021-04-02 01:00:00,23.0,72.25,22.610138,19.823883,2.2098715,84.2891
2021-04-02 01:00:00,23.0,72.5,23.293732,22.60904,2.0293627,95.93932
2021-04-02 01:00:00,23.0,72.75,23.955841,23.394196,2.1987114,96.67454
2021-04-02 01:00:00,22.75,72.25,23.34842,20.888336,2.130178,86.08077
2021-04-02 01:00:00,22.75,72.5,24.502716,23.499664,1.872105,94.15268
2021-04-02 01:00:00,22.75,72.75,24.824982,24.107086,2.1552823,95.79368
2021-04-02 02:00:00,23.25,72.25,23.409393,19.319489,1.0133594,77.83213
2021-04-02 02:00:00,23.25,72.5,24.036346,22.262848,1.7491226,89.833145
2021-04-02 02:00:00,23.25,72.75,24.075409,22.67691,2.1234748,91.906204
2021-04-02 02:00:00,23.0,72.25,23.858612,20.565582,0.96324825,81.83263
2021-04-02 02:00:00,23.0,72.5,24.581268,23.280426,1.77178,92.479614
